ko	KOname
K13965	SERPINB8; serpin B8
K13966	SERPINB11_12; serpin B11/12
K13963	SERPINB; serpin B
K03911	SERPINC1, AT3; antithrombin III
K03912	SERPIND1, HCF2; heparin cofactor II
K03982	SERPINE1, PAI1; plasminogen activator inhibitor 1
K16643	SERPINE2; glia-derived nexin
K23429	SERPINE3; serpin E3
K19614	SERPINF1, PEDF; pigment epithelium-derived factor
K03983	SERPINF2, AAP; alpha-2-antiplasmin
K04001	SERPING1, C1INH; C1 inhibitor
K09501	SERPINH1, HSP47; serpin peptidase inhibitor, clade H, member 1
K23412	SERPINI1; neuroserpin
K23430	SERPINI2; serpin I2
K20698	NEC; necrotic
K08276	eco; ecotin
K23635	WFDC1; WAP four-disulfide core domain protein 1
K23636	WFDC2; WAP four-disulfide core domain protein 2
K23637	WFDC3; WAP four-disulfide core domain protein 3
K23638	SLPI, WFDC4; antileukoproteinase
K23639	WFDC5; WAP four-disulfide core domain protein 5
K23640	WFDC6; WAP four-disulfide core domain protein 6
K23641	WFDC12; WAP four-disulfide core domain protein 12
K23642	PI3, WFDC14; elafin
K23413	ANOS1, KAL1, WFDC19; anosmin-1
K13907	CSTA_B; cystatin-A/B
K13897	CST1; cystatin-SN
K13898	CST2; cystatin-SA
K13899	CST3; cystatin-C
K13900	CST4; cystatin-S
K13901	CST5; cystatin-D
K13902	CST6; cystatin-M
K13903	CST7; cystatin-F
K13904	CST8; cystatin-8
K13905	CST9; cystatin-9
K13906	CST11; cystatin-11
K03898	KNG, BK; kininogen
K23409	AHSG, FETUA; alpha-2-HS-glycoprotein
K23410	HRG; histidine-rich glycoprotein
K23411	FETUB; fetuin-B
K04281	CAST; calpastatin
K12807	NAIP, BIRC1; baculoviral IAP repeat-containing protein 1
K16060	BIRC2_3; baculoviral IAP repeat-containing protein 2/3
K04725	XIAP, BIRC4; E3 ubiquitin-protein ligase XIAP
K08731	BIRC5; baculoviral IAP repeat-containing protein 5
K10586	BIRC6, BRUCE; baculoviral IAP repeat-containing protein 6 (apollon)
K16061	BIRC7_8; baculoviral IAP repeat-containing protein 7/8
K23592	PAI3; protease A inhibitor 3
K16451	TIMP1; metalloproteinase inhibitor 1
K22583	TIMP2; metalloproteinase inhibitor 2
K16866	TIMP3; metalloproteinase inhibitor 3
K22584	TIMP4; metalloproteinase inhibitor 4
K03910	A2M; alpha-2-macroglobulin
K23589	PZP; pregnancy zone protein
K06530	CD109; CD109 antigen
K23593	A2ML; alpha-2-macroglobulin-like protein
K06894	yfhM; alpha-2-macroglobulin
K03990	C3; complement component 3
K03989	C4; complement component 4
K03994	C5; complement component 5
K23594	LXN; latexin
K23595	RARRES1; retinoic acid receptor responder protein 1
K23596	PCSK1N; proSAAS
K06910	PEBP, TFS1; phosphatidylethanolamine-binding protein
K23597	sspC; staphostatin B
K10786	PRG2, MBP; bone marrow proteoglycan
K22244	REG4; regenerating islet-derived protein 4
K23598	iseA; iseA protein
K04087	hflC; modulator of FtsH protease HflC
K04088	hflK; modulator of FtsH protease HflK
K23599	SZL; secreted Xwnt8 inhibitor sizzled
K02222	SFRP5; secreted frizzled-related protein 5
K01001	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
K07432	ALG13; beta-1,4-N-acetylglucosaminyltransferase
K07441	ALG14; beta-1,4-N-acetylglucosaminyltransferase
K03842	ALG1; beta-1,4-mannosyltransferase
K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase
K03844	ALG11; alpha-1,2-mannosyltransferase
K03845	ALG3; alpha-1,3-mannosyltransferase
K03847	ALG12; alpha-1,6-mannosyltransferase
K03846	ALG9; alpha-1,2-mannosyltransferase
K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase
K03848	ALG6; alpha-1,3-glucosyltransferase
K03849	ALG8; alpha-1,3-glucosyltransferase
K03850	ALG10; alpha-1,2-glucosyltransferase
K21304	aglK; UDP-N-acetylglucosamine---dolichyl-phosphate N-acetylglucosaminyltransferase
K21305	aglC; dolichyl N-acetyl-alpha-D-glucosaminyl phosphate 3-beta-D-2,3-diacetamido-2,3-dideoxy-beta-D-glucuronosyltransferase
K23684	aglJ; dolichol-phosphate hexosyltransferase
K22844	aglG; glucosyl-dolichyl phosphate glucuronosyltransferase
K23685	aglI; glycosyltransferase AglI
K23686	aglE; glycosyltransferase AglE
K23683	aglD; glycosyltransferase AglD
K07151	STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase
K21306	aglB; dolichyl-phosphooligosaccharide-protein glycotransferase
K23252	aglS; dolichol phosphate-mannose mannosyltransferase
K00721	DPM1; dolichol-phosphate mannosyltransferase
K00710	GALNT; polypeptide N-acetylgalactosaminyltransferase
K09667	OGT; protein O-GlcNAc transferase
K18134	EOGT; EGF domain-specific O-GlcNAc transferase
K13666	OGNT; UDP-GlcNAc:polypeptide alpha-N-acetylglucosaminyltransferase
K12244	GNT1;
K00771	XYLT; protein xylosyltransferase
K00728	POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase
K23424	TMTC; protein O-mannosyl-transferase
K03691	POFUT; peptide-O-fucosyltransferase
K13667	POGLUT1, RUMI, KTELC1; EGF-domain serine glucosyl/xylosyltransferase
K11703	GLT25D; collagen beta-1,O-galactosyltransferase
K13646	PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase
K20781	SGT1; peptidyl serine alpha-galactosyltransferase
K20843	GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6
K20854	HPGT, B3GALT9_10_11; hydroxyproline O-galactosyltransferase HPGT
K20782	HPAT; hydroxyproline O-arabinosyltransferase
K03857	PIGA, GPI3; phosphatidylinositol N-acetylglucosaminyltransferase subunit A
K05284	PIGM; GPI mannosyltransferase 1 subunit M
K07542	PIGV; GPI mannosyltransferase 2
K05286	PIGB; GPI mannosyltransferase 3
K08098	PIGZ, SMP3; GPI mannosyltransferase 4
K08256	pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase
K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase
K14335	pimC; alpha-1,6-mannosyltransferase
K13669	pimE; alpha-1,2-mannosyltransferase
K13672	LPG1; galactofuranosyltransferase
K13673	SCG; phosphoglycan beta-1,3-galactosyltransferase
K13674	SCA; phosphoglycan alpha-1,2-arabinopyranosyltransferase
K00720	UGCG; ceramide glucosyltransferase
K04628	CGT, UGT8; ceramide galactosyltransferase
K07553	B4GALT6; beta-1,4-galactosyltransferase 6
K03715	MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase
K19002	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase
K19003	mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase
K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase
K19004	K19004; processive 1,2-diacylglycerol beta-glycosyltransferase
K06119	SQD2; sulfoquinovosyltransferase
K07819	B3GALT1; beta-1,3-galactosyltransferase 1
K07820	B3GALT2; beta-1,3-galactosyltransferase 2
K03877	B3GALT5; beta-1,3-galactosyltransferase 5
K07966	B4GALT1; beta-1,4-galactosyltransferase 1
K07967	B4GALT2; beta-1,4-galactosyltransferase 2
K07968	B4GALT3; beta-1,4-galactosyltransferase 3
K07969	B4GALT4; beta-1,4-galactosyltransferase 4
K09905	B4GALT5; beta-1,4-galactosyltransferase 5
K00741	B3GNT2; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase
K07970	B3GNT3; beta-1,3-N-acetylglucosaminyltransferase 3
K07971	B3GNT4; beta-1,3-N-acetylglucosaminyltransferase 4
K03766	B3GNT5; beta-1,3-N-acetylglucosaminyltransferase 5
K00739	B3GNT6; acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase
K09664	B3GNT7; beta-1,3-N-acetylglucosaminyltransferase 7
K09665	B3GNT8; beta-1,3-N-acetylglucosaminyltransferase 8
K18705	B3GNT9; beta-1,3-N-acetylglucosaminyltransferase 9
K00731	C1GALT1; glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase
K09653	C1GALT2, C1GALT1C1; C1GALT1-specific chaperone 1
K00742	GCNT2; N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
K00718	FUT1_2; galactoside 2-L-fucosyltransferase 1/2
K00709	ABO; histo-blood group ABO system transferase
K00743	GGTA1; N-acetyllactosaminide 3-alpha-galactosyltransferase
K20736	A3GALT2; alpha-1,3-galactosyltransferase 2
K20886	GLT6D1; glycosyltransferase 6 domain-containing protein 1
K00716	FUT3; galactoside 3(4)-fucosyltransferase 3
K07632	FUT4; galactoside alpha-1,3-fucosyltransferase 4
K07633	FUT5; galactoside alpha-1,3-fucosyltransferase 5
K07634	FUT6; galactoside alpha-1,3-fucosyltransferase 6
K07635	FUT7; galactoside alpha-1,3-fucosyltransferase 7
K03663	FUT9; 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
K20151	fucT; alpha(1,3/1,4) fucosyltransferase
K01988	A4GALT; lactosylceramide 4-alpha-galactosyltransferase
K00719	B3GALNT1, B3GALT3; galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase
K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2
K00722	GBGT1; globoside alpha-N-acetylgalactosaminyltransferase
K00726	MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
K00736	MGAT2; alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
K00737	MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
K00738	MGAT4A_B; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase A/B
K13748	MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C
K00744	MGAT5; alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
K03714	XYLT; glycoprotein 2-beta-D-xylosyltransferase
K00717	FUT8; glycoprotein 6-alpha-L-fucosyltransferase
K00753	E2.4.1.214; glycoprotein 3-alpha-L-fucosyltransferase
K09669	FUT10; alpha-1,3-fucosyltransferase 10
K14412	FUT13, FucTC; alpha-1,4-fucosyltransferase
K14413	GALT1; beta-1,3-galactosyltransferase
K14434	GALT-1; alpha 1,6-fucoside beta 1,4-galactosyltransferase
K00727	GCNT1; beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase
K09662	GCNT3; N-acetylglucosaminyltransferase 3, mucin type
K09663	GCNT4; beta-1,6-N-acetylglucosaminyltransferase 4
K08251	A4GNT; alpha 1,4-N-acetylglucosaminyltransferase
K00733	B4GALT7; xylosylprotein 4-beta-galactosyltransferase
K00734	B3GALT6; galactosylxylosylprotein 3-beta-galactosyltransferase
K00735	B3GAT1; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1
K10157	B3GAT2; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2
K10158	B3GAT3; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3
K10812	GlcAT-S; beta-1,3-glucuronyltransferase S
K23840	GlcAT-P; beta-1,3-glucuronyltransferase P
K00746	CSGALNACT1_2; chondroitin sulfate N-acetylgalactosaminyltransferase 1/2
K13499	CHSY; chondroitin sulfate synthase
K00747	CHPF; chondroitin polymerizing factor
K03419	CHPF2; chondroitin polymerizing factor 2
K13500	fcbD; chondroitin synthase
K02366	EXT1; glucuronyl/N-acetylglucosaminyl transferase EXT1
K02367	EXT2; glucuronyl/N-acetylglucosaminyl transferase EXT2
K02368	EXTL1; alpha-1,4-N-acetylglucosaminyltransferase EXTL1
K02369	EXTL2; alpha-1,4-N-acetylglucosaminyltransferase EXTL2
K02370	EXTL3; alpha-1,4-N-acetylglucosaminyltransferase EXTL3
K09666	POMGNT1; beta-1,2-N-acetylglucosaminyltransferase
K18207	POMGNT2, GTDC2; protein O-mannose beta-1,4-N-acetylglucosaminyltransferase
K19872	FKTN; fukutin
K19873	FKRP; fukutin-related protein
K21052	TMEM5; alpha-dystroglycan beta1,4-xylosyltransferase
K21032	B4GAT1; beta-1,4-glucuronyltransferase 1
K09668	LARGE; glycosyltransferase-like protein LARGE
K00752	hasA; hyaluronan synthase
K05948	FNG; fringe
K13675	B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase
K13676	GXYLT; UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase
K23800	XXYLT1; xylosyl alpha-1,3-xylosyltransferase
K18706	XPT1; 3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase
K20783	RRA; arabinosyltransferase
K20784	XEG113; arabinosyltransferase
K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase
K00715	B3GALT4; ganglioside galactosyltransferase
K00725	B4GALNT1, GALGT; (N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase
K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase
K13678	cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase
K09480	DGD; digalactosyldiacylglycerol synthase
K21362	SFR2; galactolipid galactosyltransferase
K02359	EGH; beta-1,4-mannosyltransferase
K02175	BRN; beta-1,3-galactosyltransferase / beta-1,3-N-acetylglucosaminyltransferase
K05538	MNN1; alpha 1,3-mannosyltransferase
K05535	MNN2; alpha 1,2-mannosyltransferase
K05536	MNN5; alpha 1,2-mannosyltransferase
K10968	MNT2; alpha 1,3-mannosyltransferase
K10969	MNT3; alpha 1,3-mannosyltransferase
K05529	MNN9; mannan polymerase complexes MNN9 subunit
K10970	MNN25; alpha 1,2-mannosyltransferase
K05528	OCH1; alpha 1,6-mannosyltransferase
K10967	KTR1_3; alpha 1,2-mannosyltransferase
K03854	KTR; mannosyltransferase
K05537	KTR6; mannosylphosphate transferase
K09654	B3GALNT2; beta-1,3-N-acetylgalactosaminyltransferase 2
K09656	B4GALNT3; beta-1,4-N-acetylgalactosaminyltransferase 3
K09657	B4GALNT4; beta-1,4-N-acetylgalactosaminyltransferase 4
K10971	GMA12; alpha 1,2-galactosyltransferase
K09661	MGAT5B; mannosyl alpha-1,6-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B
K12245	PGTA; bifunctional glycosyltransferase PgtA
K00780	SIAT4A; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4A)
K03368	SIAT4B; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4B)
K03494	SIAT4C; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4C)
K00781	SIAT6; neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6)
K03370	SIAT9; lactosylceramide alpha-2,3-sialyltransferase (sialyltransferase 9)
K03792	SIAT10, ST3GAL6; neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 10)
K00778	SIAT1, ST6GAL1; beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 1)
K00779	SIAT2, ST6GAL2; beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 2)
K03479	SIAT7A, ST6GalNAc I; alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7A)
K06616	SIAT7B, ST6GalNAc II; alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7B)
K03373	SIAT7C, ST6GalNAc III; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C)
K03374	SIAT7D, ST6GalNAc IV; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D)
K03375	SIAT7E, ST6GalNAc V; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E)
K03376	SIAT7F, ST6GalNAc VI; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7F)
K03371	SIAT8A; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A)
K06612	SIAT8B; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8B)
K06613	SIAT8C; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8C)
K06614	SIAT8D; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8D)
K03369	SIAT8E; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8E)
K06615	SIAT8F; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8F)
K12246	neuS, siaD; poly-alpha-2,8 sialosyl sialyltransferase
K12247	cstII, cstIII; alpha-2,3 sialyltransferase
K00785	lst; N-acetyllactosaminide alpha-2,3-sialyltransferase
K12248	bst; beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 0160)
K00693	GYS; glycogen synthase
K16150	K16150; glycogen synthase
K16153	K16153; glycogen phosphorylase/synthase
K00703	glgA; starch synthase
K16148	glgM; alpha-maltose-1-phosphate synthase
K00750	GYG1, GYG2; glycogenin
K13679	WAXY; granule-bound starch synthase
K00694	bcsA; cellulose synthase (UDP-forming)
K10999	CESA; cellulose synthase A
K20887	CSLC4; xyloglucan glycosyltransferase 4
K23869	GALS; galactan beta-1,4-galactosyltransferase
K00706	E2.4.1.34; 1,3-beta-glucan synthase
K22832	GAS1; 1,3-beta-glucanosyltransferase GAS1
K22833	GAS2; 1,3-beta-glucanosyltransferase GAS2
K22834	GAS3; 1,3-beta-glucanosyltransferase GAS3
K22835	GAS4; 1,3-beta-glucanosyltransferase GAS4
K22836	GAS5; 1,3-beta-glucanosyltransferase GAS5
K11000	CALS; callose synthase
K20855	B3GALT1S; beta-1,3-galactosyltransferase 1/2/3/4/5/7/8
K20856	GALT31A, B3GALT6; beta-1,6-galactosyltransferase
K00786	GALT29A; beta-1,6-galactosyltransferase
K00749	E2.4.1.183; alpha-1,3-glucan synthase
K13379	RGP, UTM; reversibly glycosylated polypeptide / UDP-arabinopyranose mutase
K13648	GAUT; alpha-1,4-galacturonosyltransferase
K20867	GAUT12S; galacturonosyltransferase 12/13/14/15
K08238	XXT; xyloglucan 6-xylosyltransferase
K00770	E2.4.2.24; 1,4-beta-D-xylan synthase
K20869	IRX9; putative beta-1,4-xylosyltransferase IRX9
K20870	IRX10; putative beta-1,4-xylosyltransferase IRX10
K20871	IRX14; putative beta-1,4-xylosyltransferase IRX14
K11714	RGXT; rhamnogalacturonan II specific xylosyltransferase
K18789	XGD1; xylogalacturonan beta-1,3-xylosyltransferase
K20888	MUR3; xyloglucan galactosyltransferase MUR3
K20889	IRX7, FRA8, F8H; probable glucuronoxylan glucuronosyltransferase IRX7
K13680	CSLA; beta-mannan synthase
K20923	CSLF; mixed-linked glucan synthase
K20924	CSLD; cellulose synthase-like protein
K13682	BMT, WRY; beta-1,2-mannosyltransferase
K00698	CHS1; chitin synthase
K14666	nodC; N-acetylglucosaminyltransferase
K13681	FUT; xyloglucan fucosyltransferase
K20890	GUX; xylan alpha-glucuronosyltransferase
K20891	GLCAT14; beta-glucuronosyltransferase
K20892	RAY1; beta-arabinofuranosyltransferase
K23200	ARAD; putative arabinosyltransferase
K20893	PARVUS, GLZ1, GATL1; probable galacturonosyltransferase-like 1
K23280	RRT; rhamnogalacturonan I rhamnosyltransferase
K03814	mtgA; monofunctional glycosyltransferase
K05367	pbpC; penicillin-binding protein 1C
K05365	mrcB; penicillin-binding protein 1B
K05366	mrcA; penicillin-binding protein 1A
K03693	pbp1b; penicillin-binding protein 1B
K12555	pbp2A; penicillin-binding protein 2A
K18770	pbpD; penicillin-binding protein 4
K21464	pbpG; penicillin-binding protein 2D
K12551	sgtA; monofunctional glycosyltransferase
K04478	sgtB; monofunctional glycosyltransferase
K18100	rhlA; rhamnosyltransferase subunit A
K18101	rhlB; rhamnosyltransferase subunit B
K20999	pslF; polysaccharide biosynthesis protein PslF
K21001	pslH; polysaccharide biosynthesis protein PslH
K21002	pslI; polysaccharide biosynthesis protein PslI
K19290	alg8; mannuronan synthase
K21011	pelF; polysaccharide biosynthesis protein PelF
K13683	wcaE; putative colanic acid biosynthesis glycosyltransferase
