KOGID	kogidname
KOG2796	Uncharacterized conserved protein
KOG2797	Prephenate dehydratase
KOG2798	Putative trehalase
KOG2799	Succinyl-CoA synthetase, beta subunit
KOG2800	Conserved developmentally regulated protein
KOG2801	Probable Rab-GAPs
KOG2802	Membrane protein HUEL (cation efflux superfamily)
KOG2803	Choline phosphate cytidylyltransferase/Predicted CDP-ethanolamine synthase
KOG2804	Phosphorylcholine transferase/cholinephosphate cytidylyltransferase
KOG2805	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
KOG2806	Chitinase
KOG2807	RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1
KOG2808	U5 snRNP-associated RNA splicing factor
KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1
KOG2810	Checkpoint 9-1-1 complex, RAD9 component
KOG2811	Uncharacterized conserved protein
KOG2812	Uncharacterized conserved protein
KOG2813	Predicted molecular chaperone, contains DnaJ domain
KOG2814	Transcription coactivator complex, P50 component (LigT RNA ligase/phosphodiesterase family)
KOG2815	Mitochondrial/choloroplast ribosomal protein S15
KOG2816	Predicted transporter ADD1 (major facilitator superfamily)
KOG2817	Predicted E3 ubiquitin ligase
KOG2818	Predicted undecaprenyl diphosphate synthase
KOG2819	Uncharacterized conserved protein
KOG2820	FAD-dependent oxidoreductase
KOG2821	RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin A
KOG2822	Sphingoid base-phosphate phosphatase
KOG2823	Cellular protein (glioma tumor suppressor candidate region gene 2)
KOG2824	Glutaredoxin-related protein
KOG2825	Putative arsenite-translocating ATPase
KOG2826	Actin-related protein Arp2/3 complex, subunit ARPC2
KOG2827	Uncharacterized conserved protein
KOG2828	Acetyl-CoA hydrolase
KOG2829	E2F-like protein
KOG2830	Protein phosphatase 2A-associated protein
KOG2831	ATP phosphoribosyltransferase
KOG2832	TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)
KOG2833	Mevalonate pyrophosphate decarboxylase
KOG2834	Nuclear pore complex, rNpl4 component (sc Npl4)
KOG2835	Phosphoribosylamidoimidazole-succinocarboxamide synthase
KOG2836	Protein tyrosine phosphatase IVA1
KOG2837	Protein containing a U1-type Zn-finger and implicated in RNA splicing or processing 
KOG2838	Uncharacterized conserved protein, contains BTB/POZ domain
KOG2839	Diadenosine and diphosphoinositol polyphosphate phosphohydrolase
KOG2840	Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily
KOG2841	Structure-specific endonuclease ERCC1-XPF, ERCC1 component
KOG2842	Interferon-related protein PC4 like
KOG2843	Fumarylacetoacetase
KOG2844	Dimethylglycine dehydrogenase precursor
KOG2845	Activating signal cointegrator 1
KOG2846	Predicted membrane protein
KOG2847	Phosphate acyltransferase
KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase
KOG2849	Placental protein 11
KOG2850	Predicted peptidoglycan-binding protein, contains LysM domain
KOG2851	Eukaryotic-type DNA primase, catalytic (small) subunit
KOG2852	Possible oxidoreductase
KOG2853	Possible oxidoreductase
KOG2854	Possible pfkB family carbohydrate kinase
KOG2855	Ribokinase
KOG2856	Adaptor protein PACSIN
KOG2857	Predicted MYND Zn-finger protein/hormone receptor interactor
KOG2858	Uncharacterized conserved protein
KOG2859	DNA repair protein, member of the recA/RAD51 family
KOG2860	Uncharacterized conserved protein, contains TraB domain
KOG2861	Uncharacterized conserved protein
KOG2862	Alanine-glyoxylate aminotransferase AGT1
KOG2863	RNA lariat debranching enzyme
KOG2864	Nuclear division RFT1 protein
KOG2865	NADH:ubiquinone oxidoreductase, NDUFA9/39kDa subunit
KOG2866	Uncharacterized conserved protein
KOG2867	Phosphotyrosyl phosphatase activator
KOG2868	Decapping enzyme complex component DCP1
KOG2869	Meiotic cell division protein Pelota/DOM34
KOG2870	NADH:ubiquinone oxidoreductase, NDUFS2/49 kDa subunit
KOG2871	Uncharacterized conserved protein
KOG2872	Uroporphyrinogen decarboxylase
KOG2873	Ubiquinol cytochrome c reductase assembly protein CBP3
KOG2874	rRNA processing protein
KOG2875	8-oxoguanine DNA glycosylase
KOG2876	Molybdenum cofactor biosynthesis pathway protein
KOG2877	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases
KOG2878	Predicted kinase
KOG2879	Predicted E3 ubiquitin ligase
KOG2880	SMAD6 interacting protein AMSH, contains JAB/MPN/Mov34 domain
KOG2881	Predicted membrane protein
KOG2882	p-Nitrophenyl phosphatase
KOG2883	NIPSNAP1 protein
KOG2884	26S proteasome regulatory complex, subunit RPN10/PSMD4
KOG2885	Uncharacterized conserved protein
KOG2886	Uncharacterized conserved protein
KOG2887	Membrane protein involved in ER to Golgi transport
KOG2888	Putative RNA binding protein
KOG2889	Predicted PRP38-like splicing factor
KOG2890	Predicted membrane protein
KOG2891	Surface glycoprotein
KOG2892	Porphobilinogen deaminase
KOG2893	Zn finger protein
KOG2894	Uncharacterized conserved protein XAP-5
KOG2895	Uncharacterized conserved protein
KOG2896	UV radiation resistance associated protein
KOG2897	DNA-binding protein YL1 and related proteins
KOG2898	Predicted phosphate acyltransferase, contains PlsC domain
KOG2899	Predicted methyltransferase
KOG2900	Biotin synthase
KOG2901	Uncharacterized conserved protein
KOG2902	Dihydroorotase
KOG2903	Predicted glutathione S-transferase
KOG2904	Predicted methyltransferase
KOG2905	Transcription initiation factor IIF, small subunit (RAP30)
KOG2906	RNA polymerase III subunit C11
KOG2907	RNA polymerase I transcription factor TFIIS, subunit A12.2/RPA12
KOG2908	26S proteasome regulatory complex, subunit RPN9/PSMD13
KOG2909	Vacuolar H+-ATPase V1 sector, subunit C
KOG2910	Uncharacterized conserved protein predicted to be involved in protein sorting
KOG2911	Uncharacterized conserved protein
KOG2912	Predicted DNA methylase
KOG2913	Predicted membrane protein
KOG2914	Predicted haloacid-halidohydrolase and related hydrolases
KOG2915	tRNA(1-methyladenosine) methyltransferase, subunit GCD14
KOG2916	Translation initiation factor 2, alpha subunit (eIF-2alpha)
KOG2917	Predicted exosome subunit
KOG2918	Carboxymethyl transferase
KOG2919	Guanine nucleotide-binding protein
KOG2920	Predicted methyltransferase
KOG2921	Intramembrane metalloprotease (sterol-regulatory element-binding protein (SREBP) protease)
KOG2922	Uncharacterized conserved protein
KOG2923	Uncharacterized conserved protein
KOG2924	Deoxyhypusine synthase
KOG2925	Predicted translation initiation factor related to eIF-1A
KOG2926	Malonyl-CoA:ACP transacylase
KOG2927	Membrane component of ER protein translocation complex
KOG2928	Origin recognition complex, subunit 2
KOG2929	Transcription factor, component of CCR4 transcriptional complex
KOG2930	SCF ubiquitin ligase, Rbx1 component
KOG2931	Differentiation-related gene 1 protein (NDR1 protein), related proteins
KOG2932	E3 ubiquitin ligase involved in ubiquitination of E-cadherin complex
KOG2933	Uncharacterized conserved protein
KOG2934	Uncharacterized conserved protein, contains Josephin domain
KOG2935	Ataxin 3/Josephin
KOG2936	Uncharacterized conserved protein
KOG2937	Decapping enzyme complex, predicted pyrophosphatase DCP2
KOG2938	Predicted inosine-uridine preferring nucleoside hydrolase
KOG2939	Uncharacterized conserved protein
KOG2940	Predicted methyltransferase
KOG2941	Beta-1,4-mannosyltransferase
KOG2942	Uncharacterized conserved protein
KOG2943	Predicted glyoxalase
KOG2944	Glyoxalase
KOG2945	Predicted RNA-binding protein
KOG2946	Uncharacterized conserved protein
KOG2947	Carbohydrate kinase
KOG2948	Predicted metal-binding protein
KOG2949	Ketopantoate hydroxymethyltransferase
KOG2950	Uncharacterized protein involved in protein-protein interaction, contains polyproline-binding GYF domain
KOG2951	Inositol monophosphatase
KOG2952	Cell cycle control protein
KOG2953	mRNA-binding protein Encore
KOG2954	Mitochondrial carrier protein
KOG2955	Uncharacterized conserved protein
KOG2956	CLIP-associating protein
KOG2957	Vacuolar H+-ATPase V0 sector, subunit d
KOG2958	Galactose-1-phosphate uridylyltransferase
KOG2959	Transcriptional regulator
KOG2960	Protein involved in thiamine biosynthesis and DNA damage tolerance
KOG2961	Predicted hydrolase (HAD superfamily)
KOG2962	Prohibitin-related membrane protease subunits
KOG2963	RNA-binding protein required for 60S ribosomal subunit biogenesis
KOG2964	Arginase family protein
KOG2965	Arginase
KOG2966	Uncharacterized conserved protein
KOG2967	Uncharacterized conserved protein
KOG2968	Predicted esterase of the alpha-beta hydrolase superfamily (Neuropathy target esterase), contains cAMP-binding domains
KOG2969	Uncharacterized conserved protein
KOG2970	Predicted membrane protein
KOG2971	RNA-binding protein required for biogenesis of the ribosomal 60S subunit
KOG2972	Uncharacterized conserved protein
KOG2973	Uncharacterized conserved protein
KOG2974	Uncharacterized conserved protein
KOG2975	Translation initiation factor 3, subunit f (eIF-3f)
KOG2976	Protein involved in autophagy and nutrient starvation
KOG2977	Glycosyltransferase
KOG2978	Dolichol-phosphate mannosyltransferase
KOG2979	Protein involved in DNA repair
KOG2980	Integral membrane protease of the rhomboid family involved in different forms of regulated intramembrane proteolysis
KOG2981	Protein involved in autophagocytosis during starvation
KOG2982	Uncharacterized conserved protein
KOG2983	Uncharacterized conserved protein
KOG2984	Predicted hydrolase
KOG2985	Uncharacterized conserved protein
KOG2986	Uncharacterized conserved protein
KOG2987	Fatty acid desaturase
KOG2988	60S ribosomal protein L30
KOG2989	Uncharacterized conserved protein
KOG2990	C2C2-type Zn-finger protein
KOG2991	Splicing regulator
KOG2992	Nucleolar GTPase/ATPase p130
KOG2993	Cytoplasm to vacuole targeting protein
KOG2994	Uracil DNA glycosylase
KOG2995	FOG: SH3 domain
KOG2996	Rho guanine nucleotide exchange factor VAV3
KOG2997	F-box protein FBX9
KOG2998	Uncharacterized conserved protein
KOG2999	Regulator of Rac1, required for phagocytosis and cell migration
KOG3000	Microtubule-binding protein involved in cell cycle control
KOG3001	Dosage compensation regulatory complex/histone acetyltransferase complex, subunit MSL-3/MRG15/EAF3, and related CHROMO domain-containing proteins
KOG3002	Zn finger protein
KOG3003	Molecular chaperone of the GrpE family
KOG3004	Meiotic  chromosome segregation protein
KOG3005	GIY-YIG type nuclease
KOG3006	Transthyretin and related proteins
KOG3007	Mu-crystallin
KOG3008	Quinolinate phosphoribosyl transferase
KOG3009	Predicted carbohydrate kinase, contains PfkB domain
KOG3010	Methyltransferase
KOG3011	Ubiquitin-conjugating enzyme
KOG3012	Uncharacterized conserved protein
KOG3013	Exosomal 3'-5' exoribonuclease complex, subunit Rrp4
KOG3014	Protein involved in establishing cohesion between sister chromatids during DNA replication
KOG3015	F1-ATP synthase assembly protein
KOG3016	Acyl-CoA thioesterase
KOG3017	Defense-related protein containing SCP domain
KOG3018	Malonyl-CoA decarboxylase
KOG3019	Predicted nucleoside-diphosphate sugar epimerase
KOG3020	TatD-related DNase
KOG3021	Predicted kinase
KOG3022	Predicted ATPase, nucleotide-binding
KOG3023	Glutamate-cysteine ligase regulatory subunit
KOG3024	Uncharacterized conserved protein
KOG3025	Mitochondrial F1F0-ATP synthase, subunit c/ATP9/proteolipid
KOG3026	Splicing factor SPF30
KOG3027	Mitochondrial outer membrane protein Metaxin 2, Metaxin 1-binding protein
KOG3028	Translocase of outer mitochondrial membrane complex, subunit TOM37/Metaxin 1
KOG3029	Glutathione S-transferase-related protein
KOG3030	Lipid phosphate phosphatase and related enzymes of the PAP2 family
KOG3031	Protein required for biogenesis of the ribosomal 60S subunit
KOG3032	Uncharacterized conserved protein
KOG3033	Predicted PhzC/PhzF-type epimerase
KOG3034	Isoamyl acetate-hydrolyzing esterase and related enzymes
KOG3035	Isoamyl acetate-hydrolyzing esterase
KOG3036	Protein involved in cell differentiation/sexual development
KOG3037	Cell membrane glycoprotein
KOG3038	Histone acetyltransferase SAGA associated factor SGF29
KOG3039	Uncharacterized conserved protein
KOG3040	Predicted sugar phosphatase (HAD superfamily)
KOG3041	Nucleoside diphosphate-sugar hydrolase of the MutT (NUDIX) family
KOG3042	Panthothenate synthetase
KOG3043	Predicted hydrolase related to dienelactone hydrolase
KOG3044	Uncharacterized conserved protein
KOG3045	Predicted RNA methylase involved in rRNA processing
KOG3046	Transcription factor, subunit of SRB subcomplex of RNA polymerase II
KOG3047	Predicted transcriptional regulator UXT
KOG3048	Molecular chaperone Prefoldin, subunit 5
KOG3049	Succinate dehydrogenase, Fe-S protein subunit
KOG3050	COP9 signalosome, subunit CSN6
KOG3051	RNA binding/translational regulation protein of the SUA5 family
KOG3052	Cytochrome c1
KOG3053	Uncharacterized conserved protein
KOG3054	Uncharacterized conserved protein
KOG3055	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase
KOG3056	Protein required for S-phase initiation or completion
KOG3057	Cytochrome c oxidase, subunit VIb/COX12
KOG3058	Uncharacterized conserved protein
KOG3059	N-acetylglucosaminyltransferase complex, subunit PIG-C/GPI2, required for phosphatidylinositol biosynthesis
KOG3060	Uncharacterized conserved protein
KOG3061	Proteasome maturation factor
KOG3062	RNA polymerase II elongator associated protein
KOG3063	Membrane coat complex Retromer, subunit VPS26
KOG3064	RNA-binding nuclear protein (MAK16) containing a distinct C4 Zn-finger
KOG3065	SNAP-25 (synaptosome-associated protein) component of SNARE complex
KOG3066	Translin-associated protein X
KOG3067	Translin family protein
KOG3068	mRNA splicing factor
KOG3069	Peroxisomal NUDIX hydrolase
KOG3070	Predicted RNA-binding protein containing PIN domain and invovled in translation or RNA processing
KOG3071	Fatty acyl-CoA elongase/Polyunsaturated fatty acid specific elongation enzyme
KOG3072	Long chain fatty acid elongase
KOG3073	Protein required for 18S rRNA maturation and 40S ribosome biogenesis
KOG3074	Transcriptional regulator of the PUR family, single-stranded-DNA-binding
KOG3075	Ribose 5-phosphate isomerase
KOG3076	5'-phosphoribosylglycinamide formyltransferase
KOG3077	Uncharacterized conserved protein
KOG3078	Adenylate kinase
KOG3079	Uridylate kinase/adenylate kinase
KOG3080	Nucleolar protein-like/EBNA1-binding protein
KOG3081	Vesicle coat complex COPI, epsilon subunit
KOG3082	Methionyl-tRNA formyltransferase
KOG3083	Prohibitin
KOG3084	NADH pyrophosphatase I of the Nudix family of hydrolases
KOG3085	Predicted hydrolase (HAD superfamily)
KOG3086	Predicted dioxygenase
KOG3087	Serine/threonine protein kinase
KOG3088	Secretory carrier membrane protein
KOG3089	Predicted DEAD-box-containing helicase
KOG3090	Prohibitin-like protein
KOG3091	Nuclear pore complex, p54 component (sc Nup57)
KOG3092	Casein kinase II, beta subunit
KOG3093	5-formyltetrahydrofolate cyclo-ligase
KOG3094	Predicted membrane protein
KOG3095	Transcription initiation factor IIE, beta subunit
KOG3096	Spliceosome-associated coiled-coil protein
KOG3097	Predicted membrane protein
KOG3098	Uncharacterized conserved protein
KOG3099	Bisphosphate 3'-nucleotidase BPNT1/Inositol polyphosphate 1-phosphatase
KOG3100	Uncharacterized conserved protein
KOG3101	Esterase D
KOG3102	Uncharacterized conserved protein
KOG3103	Rab GTPase interacting factor, Golgi membrane protein
KOG3104	Mod5 protein sorting/negative effector of RNA Pol III synthesis
KOG3105	DNA-binding centromere protein B (CENP-B)
KOG3106	ER lumen protein retaining receptor
KOG3107	Predicted haloacid dehalogenase-like hydrolase (eyes absent)
KOG3108	Single-stranded DNA-binding replication protein A (RPA), medium (30 kD) subunit
KOG3109	Haloacid dehalogenase-like hydrolase
KOG3110	Riboflavin kinase
KOG3111	D-ribulose-5-phosphate 3-epimerase
KOG3112	Uncharacterized conserved protein
KOG3113	Uncharacterized conserved protein
KOG3114	Uncharacterized conserved protein
KOG3115	Methyltransferase-like protein
KOG3116	Predicted C3H1-type Zn-finger protein
KOG3117	Protein involved in rRNA processing
KOG3118	Disrupter of silencing SAS10
KOG3119	Basic region leucine zipper transcription factor
KOG3120	Predicted haloacid dehalogenase-like hydrolase
KOG3121	Dynactin, subunit p25
KOG3122	DNA-directed RNA polymerase III subunit
